id,name,type,level,description,difficulty,aliases,url,resource_type
l2_concept_shift,概念偏移,KnowledgePoint,L2,条件分布 P(y|x) 本身发生变化，即相同输入对应的标签含义随时间或环境改变。,高,"concept shift,concept drift",,
l2_nonstationary_distribution,非平稳分布,KnowledgePoint,L2,数据分布随时间缓慢变化，导致模型性能逐渐下降的情况。,中等,"nonstationary distribution,distribution drift",,
l2_true_risk,真实风险,KnowledgePoint,L2,在整个真实数据分布上的期望损失，通常无法直接计算。,中等,"true risk,expected risk",,
l2_batch_learning,批量学习,KnowledgePoint,L2,一次性使用全部训练数据进行模型训练的学习范式。,基础,batch learning,,
l2_online_learning,在线学习,KnowledgePoint,L2,逐个接收数据样本并即时更新模型的学习范式。,中等,online learning,,
l2_bandits,老虎机,KnowledgePoint,L2,一种有限动作空间的在线学习问题，强调探索与利用的权衡。,中等,"bandits,multi-armed bandits",,
l2_reinforcement_learning,强化学习,KnowledgePoint,L2,智能体通过与环境交互学习策略以最大化累积奖励的学习范式。,高,"reinforcement learning,RL",,
l2_fairness_accountability_transparency,公平、责任与透明度,KnowledgePoint,L2,机器学习系统在部署时需考虑的伦理问题，包括偏见、反馈循环和社会影响。,高,"fairness, accountability, and transparency,FAT,algorithmic ethics",,
l2_sequence_modeling,序列模型,KnowledgePoint,L2,用于处理和建模具有时间或顺序依赖关系的数据的模型，常见于自然语言、语音和时间序列等任务。,基础,"sequential modeling,sequential model,sequence modeling",,
l2_autoregressive_model,自回归模型,KnowledgePoint,L2,利用过去若干时间步的观测值来预测当前时间步的值，即对自身执行回归的模型。,中等,"autoregressive models,AR model",,
l2_latent_autoregressive_model,隐变量自回归模型,KnowledgePoint,L2,通过维护一个隐藏状态h_t来总结历史信息，并基于该状态进行预测的自回归模型。,中等,"latent autoregressive models,hidden state autoregressive model",,
l2_hidden_markov_model,隐马尔可夫模型,KnowledgePoint,L2,一种概率图模型，假设观测序列由不可见的隐状态序列生成，状态转移和观测依赖均服从概率分布。,中等,"Markov model,Hidden Markov Model,Markov chain,HMM",,
l2_stationarity,平稳性,KnowledgePoint,L2,序列的动力学特性不随时间变化的假设，即数据生成过程是稳定的。,基础,"stationary process,stationarity assumption",,
l2_causality_in_sequences,序列中的因果关系,KnowledgePoint,L2,在时间序列中，未来事件不能影响过去事件，因此建模应遵循时间正向的因果方向。,中等,"temporal causality,causal modeling in sequences",,
l2_one_step_prediction,单步预测,KnowledgePoint,L2,基于真实历史观测预测下一个时间步的值，使用实际数据而非模型预测作为输入。,基础,"one-step-ahead prediction,1-step forecast",,
l2_multistep_prediction,多步预测,KnowledgePoint,L2,预测多个未来时间步的值，其中后续预测依赖于先前的预测结果，容易导致误差累积。,高,"multi-step-ahead prediction,k-step forecast",,
l2_extrapolation_vs_interpolation,外推法与内插法,KnowledgePoint,L2,外推法是对超出已知观测范围的未来进行预测，内插法是在现有观测之间进行估计；前者难度更高。,基础,"extrapolation and interpolation,forecasting vs estimation",,
l2_sequence_data,序列数据,KnowledgePoint,L2,具有顺序依赖性的数据类型，如文本、时间序列、音频等，其样本并非独立同分布（i.i.d.），顺序对语义或结构至关重要。,基础,"sequential data,time series data",,
l2_recurrent_neural_network,循环神经网络,KnowledgePoint,L2,一种专门用于处理序列数据的神经网络架构，通过引入状态变量存储历史信息并与当前输入结合，以生成当前输出。,中等,"RNN,recurrent neural network",,
l2_language_modeling,语言模型,KnowledgePoint,L2,用于预测序列中下一个词或符号的概率分布的模型，在自然语言处理中作为基础任务，常作为RNN设计的动机和应用场景。,中等,"LM,language modeling dataset,language model",,
l2_rnn_gradient_computation,RNN梯度计算,KnowledgePoint,L2,在训练循环神经网络时，通过时间反向传播（BPTT）计算参数梯度的方法，涉及对时间维度展开的链式求导。,高,"backpropagation through time,BPTT",,
l2_text_preprocessing_for_sequences,序列文本预处理,KnowledgePoint,L2,针对序列建模（如RNN）的文本数据预处理技术，包括分词、构建词汇表、序列填充或截断等步骤。,基础,"text preprocessing for RNN,sequence tokenization",,
l2_rnn_model_initialization,循环神经网络模型初始化,KnowledgePoint,L2,初始化循环神经网络的参数，包括输入到隐藏层、隐藏层到隐藏层、隐藏层到输出层的权重矩阵和偏置向量，并设置梯度追踪。,中等,"RNN parameter initialization,RNN weight initialization",,
l2_hidden_state_initialization,隐状态初始化,KnowledgePoint,L2,在训练或预测开始时，将循环神经网络的隐状态初始化为全零张量，形状为（批量大小，隐藏单元数）。,基础,"hidden state initialization,initial hidden state",,
l2_rnn_forward_computation,循环神经网络前向计算,KnowledgePoint,L2,在每个时间步，通过当前输入和上一时刻隐状态计算当前隐状态（使用tanh激活函数），并生成输出，逐时间步迭代完成整个序列的处理。,中等,"RNN forward pass,RNN time-step computation",,
l2_warm_up_period,预热期,KnowledgePoint,L2,在预测阶段，先将给定前缀中的字符依次输入模型以更新隐状态，但不生成输出，使隐状态适应上下文后再进行实际预测。,中等,"warm-up period,context warming",,
l2_gradient_clipping,梯度裁剪,KnowledgePoint,L2,为防止循环神经网络训练中因长序列导致的梯度爆炸问题，将梯度向量按其范数进行缩放，使其不超过预设阈值θ。,高,"gradient clipping,gradient norm clipping",,
l2_rnn_layer,RNN层,KnowledgePoint,L2,深度学习框架中提供的循环神经网络层实现，用于处理序列数据并维护隐藏状态,中等,"RNN layer,recurrent neural network layer",,
l2_rnn_output_interpretation,RNN输出解释,KnowledgePoint,L2,理解RNN层返回的输出Y代表每个时间步的隐状态，而非最终预测结果；需额外添加输出层进行词表映射,中等,"RNN output interpretation,hidden state as output",,
l2_rnn_model_architecture,RNN模型架构,KnowledgePoint,L2,由RNN隐藏层和独立输出层（如全连接层）组成的完整循环神经网络模型结构，用于语言建模等任务,中等,"RNN model architecture,complete RNN model",,
l2_text_preprocessing,文本预处理,KnowledgePoint,L2,将原始文本转换为适合机器学习模型处理的格式，包括加载、词元化、构建词表和索引映射等步骤。,基础,"text preprocessing,文本处理",,
l2_tokenization,词元化,KnowledgePoint,L2,将文本序列拆分为基本单位（如单词或字符）的过程，这些基本单位称为词元（token）。,基础,"tokenization,分词,分字",,
l2_vocabulary,词表,KnowledgePoint,L2,将字符串类型的词元映射到从0开始的数字索引的字典结构，通常包含保留词元（如<unk>、<pad>、<bos>、<eos>）并根据频率过滤低频词。,中等,"vocabulary,vocab,词典",,
l2_n_gram_model,n元语法模型,KnowledgePoint,L2,基于马尔可夫假设的语言模型，包括一元语法（unigram）、二元语法（bigram）和三元语法（trigram），通过截断历史依赖来简化联合概率计算。,中等,"n-gram model,unigram,bigram,trigram",,
l2_laplace_smoothing,拉普拉斯平滑,KnowledgePoint,L2,一种在语言建模中处理零频问题的平滑技术，通过在计数中添加小常量来避免概率为零的情况。,中等,"Laplace smoothing,additive smoothing",,
l2_zipfs_law,齐普夫定律,KnowledgePoint,L2,描述自然语言中词频分布的统计规律，即第i个最常用词的频率与1/i^α成正比，在双对数坐标下呈线性关系。,基础,Zipf's law,,
l2_stop_words,停用词,KnowledgePoint,L2,在自然语言处理中频繁出现但信息量较低的词（如“the”、“is”），通常在预处理阶段被过滤或保留视任务而定。,基础,stop words,,
l2_random_sampling,随机采样,KnowledgePoint,L2,从长序列中随机截取子序列作为训练样本的方法，相邻小批量中的子序列在原始序列中不一定相邻。,中等,random sampling,,
l2_sequential_partitioning,顺序分区,KnowledgePoint,L2,从长序列中按顺序划分子序列的方法，保证相邻小批量中的子序列在原始序列中也是相邻的。,中等,sequential partitioning,,
l2_backpropagation_through_time,通过时间反向传播,KnowledgePoint,L2,循环神经网络中反向传播技术的一个特定应用，要求将循环神经网络的计算图一次展开一个时间步，以获得模型变量和参数之间的依赖关系，然后基于链式法则应用反向传播来计算和存储梯度。,中等,"BPTT,backpropagation through time",,
l2_truncated_bptt,截断的通过时间反向传播,KnowledgePoint,L2,在BPTT中，仅回溯固定数量的时间步（τ）来近似计算梯度，以提高计算效率并缓解梯度爆炸/消失问题，是一种常用的实践方法。,中等,"truncated BPTT,TBPTT",,
l2_random_truncation,随机截断,KnowledgePoint,L2,一种BPTT的变体，通过引入随机变量在期望上保持梯度无偏，但以一定概率截断梯度回传路径，从而减少长序列带来的计算负担。,高,"stochastic truncation,random BPTT",,
l2_computation_graph_for_rnn,循环神经网络的计算图,KnowledgePoint,L2,将循环神经网络按时间步展开形成的有向图，用于可视化变量（如隐状态、输出）与参数（如权重矩阵）之间的依赖关系，是理解BPTT的基础。,基础,"RNN computation graph,unfolded RNN graph",,
l2_bahdanau_attention,Bahdanau 注意力,KnowledgePoint,L2,一种可微注意力机制，用于序列到序列模型中，在每个解码时间步动态计算上下文变量，通过将解码器上一时刻隐状态作为查询，编码器所有时刻隐状态作为键和值，使用加性注意力打分函数计算注意力权重。,中等,"implementing Bahdanau attention,Bahdanau attention,content-based attention,additive attention",,
l2_attention_decoder,注意力解码器,KnowledgePoint,L2,在序列到序列模型中引入注意力机制的解码器结构，能够根据当前解码状态动态聚焦于输入序列的不同部分，从而生成更准确的输出序列。,中等,"attention decoder,decoder with attention",,
l2_context_vector,上下文变量,KnowledgePoint,L2,在注意力机制中，由编码器隐状态加权求和得到的向量，用于在每个解码步骤提供与当前预测相关的输入信息。,基础,"context vector,context representation",,
l2_additive_attention,加性注意力,KnowledgePoint,L2,一种注意力打分函数，通过将查询和键映射到同一空间后相加并通过非线性激活函数计算得分，常用于Bahdanau注意力机制中。,中等,"additive attention scoring,Bahdanau scoring function",,
l2_multihead_attention,多头注意力,KnowledgePoint,L2,一种注意力机制设计，通过使用多组独立学习的线性投影将查询、键和值变换到不同的子空间，然后并行计算多个注意力头，并将结果拼接后通过另一个可学习的线性投影产生最终输出，从而捕获序列内各种范围的依赖关系。,中等,"multihead attention,multi-head attention",,
